time_step,workpiece_id,step_idx,workcell_id,production_time,actual_quality,qc_wc_1_results,qc_wc_1_time,qc_wc_2_results,qc_wc_2_time,qc_wc_3_results,qc_wc_3_time,qc_wc_4_results,qc_wc_4_time,qc_wc_5_results,qc_wc_5_time,qc_wc_6_results,qc_wc_6_time,qc_wc_7_results,qc_wc_7_time,qc_wc_8_results,qc_wc_8_time,qc_wc_9_results,qc_wc_9_time,qc_wc_10_results,qc_wc_10_time,qc_wc_11_results,qc_wc_11_time,qc_wc_12_results,qc_wc_12_time,qc_wc_13_results,qc_wc_13_time,qc_wc_14_results,qc_wc_14_time,qc_wc_15_results,qc_wc_15_time,qc_wc_16_results,qc_wc_16_time,qc_wc_17_results,qc_wc_17_time
1153.0,wp_2,5.0,wc_5,79.0,"{'Pass': 28, 'Fail': 72}",['Pass'],25.0,['Fail'],28.0,['Pass'],21.0,['Fail'],34.0,['Fail'],38.0,['Fail'],27.0,['Fail'],40.0,['Fail'],21.0,['Fail'],28.0,['Fail'],26.0,['Fail'],29.0,['Pass'],39.0,['Pass'],30.0,['Pass'],34.0,['Fail'],32.0,['Pass'],21.0,['Pass'],30.0
1172.0,wp_4,9.0,wc_9,63.0,"{'Pass': 91, 'Fail': 9}",['Pass'],24.0,['Pass'],21.0,['Pass'],25.0,['Pass'],20.0,['Pass'],20.0,['Pass'],26.0,['Pass'],28.0,['Pass'],28.0,['Pass'],28.0,['Pass'],23.0,['Pass'],31.0,['Pass'],32.0,['Pass'],38.0,['Pass'],32.0,['Fail'],37.0,['Pass'],26.0,['Pass'],27.0
1182.0,wp_3,7.0,wc_7,66.0,"{'Pass': 62, 'Fail': 38}",['Fail'],29.0,['Pass'],34.0,['Pass'],33.0,['Pass'],26.0,['Pass'],28.0,['Pass'],32.0,['Pass'],26.0,['Fail'],38.0,['Pass'],37.0,['Pass'],25.0,['Pass'],32.0,['Pass'],31.0,['Fail'],37.0,['Pass'],33.0,['Fail'],21.0,['Fail'],33.0,['Pass'],29.0
1182.0,wp_5,2.0,wc_2,70.0,"{'Pass': 80, 'Fail': 20}",['Pass'],22.0,['Fail'],25.0,['Pass'],20.0,['Fail'],36.0,['Pass'],25.0,['Fail'],30.0,['Pass'],22.0,['Pass'],29.0,['Pass'],32.0,['Pass'],31.0,['Pass'],21.0,['Pass'],35.0,['Pass'],23.0,['Pass'],32.0,['Fail'],22.0,['Pass'],38.0,['Pass'],23.0
1196.0,wp_1,3.0,wc_3,62.0,"{'Pass': 39, 'Fail': 61}",['Pass'],37.0,['Fail'],29.0,['Fail'],20.0,['Fail'],33.0,['Fail'],23.0,['Pass'],26.0,['Fail'],27.0,['Fail'],36.0,['Pass'],24.0,['Fail'],32.0,['Fail'],27.0,['Fail'],31.0,['Fail'],22.0,['Fail'],20.0,['Fail'],37.0,['Fail'],37.0,['Fail'],32.0
1233.0,wp_2,5.0,wc_5,64.0,"{'Pass': 67, 'Fail': 33}",['Fail'],21.0,['Pass'],30.0,['Pass'],34.0,['Pass'],20.0,['Pass'],32.0,['Pass'],28.0,['Pass'],22.0,['Fail'],24.0,['Pass'],39.0,['Pass'],22.0,['Fail'],36.0,['Fail'],38.0,['Pass'],40.0,['Pass'],40.0,['Pass'],33.0,['Pass'],29.0,['Pass'],38.0
1236.0,wp_4,11.0,wc_11,65.0,"{'Pass': 42, 'Fail': 58}",['Fail'],35.0,['Fail'],26.0,['Fail'],33.0,['Fail'],22.0,['Pass'],39.0,['Fail'],38.0,['Fail'],30.0,['Pass'],33.0,['Pass'],39.0,['Fail'],32.0,['Pass'],37.0,['Fail'],32.0,['Fail'],25.0,['Pass'],33.0,['Pass'],32.0,['Pass'],37.0,['Fail'],24.0
1258.0,wp_5,3.0,wc_3,51.0,"{'Pass': 64, 'Fail': 36}",['Pass'],23.0,['Pass'],34.0,['Fail'],38.0,['Pass'],39.0,['Pass'],31.0,['Fail'],25.0,['Pass'],39.0,['Pass'],38.0,['Pass'],34.0,['Pass'],39.0,['Pass'],33.0,['Pass'],31.0,['Pass'],39.0,['Pass'],36.0,['Pass'],30.0,['Pass'],21.0,['Pass'],31.0
1249.0,wp_3,8.0,wc_8,68.0,"{'Pass': 94, 'Fail': 6}",['Pass'],20.0,['Pass'],28.0,['Pass'],28.0,['Pass'],30.0,['Pass'],24.0,['Pass'],27.0,['Pass'],33.0,['Pass'],22.0,['Pass'],27.0,['Pass'],40.0,['Pass'],30.0,['Pass'],30.0,['Pass'],24.0,['Pass'],25.0,['Pass'],30.0,['Pass'],35.0,['Pass'],20.0
1302.0,wp_4,10.0,wc_10,59.0,"{'Pass': 6, 'Fail': 94}",['Fail'],26.0,['Fail'],24.0,['Fail'],23.0,['Fail'],34.0,['Fail'],24.0,['Fail'],22.0,['Fail'],28.0,['Fail'],40.0,['Fail'],22.0,['Fail'],26.0,['Pass'],39.0,['Pass'],23.0,['Fail'],25.0,['Fail'],27.0,['Fail'],37.0,['Fail'],31.0,['Fail'],28.0
1298.0,wp_2,6.0,wc_6,68.0,"{'Pass': 100, 'Fail': 0}",['Pass'],40.0,['Pass'],23.0,['Pass'],26.0,['Pass'],26.0,['Pass'],30.0,['Pass'],37.0,['Pass'],30.0,['Pass'],21.0,['Pass'],33.0,['Pass'],27.0,['Pass'],24.0,['Pass'],34.0,['Pass'],20.0,['Pass'],31.0,['Pass'],39.0,['Pass'],21.0,['Pass'],21.0
1318.0,wp_3,12.0,wc_12,54.0,"{'Pass': 93, 'Fail': 7}",['Pass'],37.0,['Pass'],33.0,['Pass'],21.0,['Pass'],31.0,['Pass'],40.0,['Pass'],26.0,['Pass'],27.0,['Pass'],20.0,['Fail'],30.0,['Pass'],34.0,['Pass'],34.0,['Pass'],32.0,['Pass'],35.0,['Pass'],37.0,['Pass'],35.0,['Pass'],31.0,['Pass'],22.0
1310.0,wp_1,3.0,wc_3,65.0,"{'Pass': 6, 'Fail': 94}",['Fail'],35.0,['Fail'],31.0,['Fail'],29.0,['Fail'],25.0,['Pass'],37.0,['Fail'],36.0,['Fail'],29.0,['Fail'],40.0,['Fail'],23.0,['Fail'],34.0,['Fail'],25.0,['Fail'],40.0,['Fail'],20.0,['Fail'],40.0,['Fail'],28.0,['Fail'],31.0,['Fail'],38.0
1310.0,wp_5,5.0,wc_5,76.0,"{'Pass': 56, 'Fail': 44}",['Fail'],34.0,['Pass'],26.0,['Fail'],23.0,['Fail'],27.0,['Pass'],32.0,['Pass'],22.0,['Pass'],30.0,['Fail'],24.0,['Pass'],21.0,['Pass'],33.0,['Pass'],40.0,['Pass'],30.0,['Pass'],22.0,['Fail'],36.0,['Fail'],31.0,['Pass'],39.0,['Pass'],26.0
1367.0,wp_2,9.0,wc_9,52.0,"{'Pass': 40, 'Fail': 60}",['Fail'],27.0,['Pass'],26.0,['Pass'],32.0,['Pass'],29.0,['Pass'],23.0,['Fail'],31.0,['Pass'],40.0,['Pass'],29.0,['Fail'],22.0,['Fail'],29.0,['Fail'],32.0,['Fail'],40.0,['Fail'],23.0,['Fail'],32.0,['Pass'],23.0,['Pass'],36.0,['Fail'],25.0
1362.0,wp_4,10.0,wc_10,58.0,"{'Pass': 23, 'Fail': 77}",['Fail'],28.0,['Fail'],24.0,['Fail'],34.0,['Fail'],21.0,['Fail'],37.0,['Fail'],27.0,['Fail'],29.0,['Fail'],35.0,['Fail'],27.0,['Fail'],31.0,['Pass'],38.0,['Fail'],38.0,['Fail'],33.0,['Fail'],34.0,['Fail'],22.0,['Fail'],34.0,['Fail'],22.0
1376.0,wp_1,3.0,wc_3,63.0,"{'Pass': 50, 'Fail': 50}",['Pass'],39.0,['Pass'],20.0,['Fail'],32.0,['Fail'],23.0,['Pass'],28.0,['Pass'],21.0,['Pass'],29.0,['Pass'],28.0,['Fail'],32.0,['Fail'],39.0,['Fail'],36.0,['Pass'],26.0,['Fail'],39.0,['Pass'],20.0,['Fail'],24.0,['Pass'],27.0,['Pass'],30.0
1373.0,wp_3,13.0,wc_13,71.0,"{'Pass': 56, 'Fail': 44}",['Pass'],24.0,['Fail'],26.0,['Pass'],21.0,['Pass'],33.0,['Fail'],39.0,['Pass'],23.0,['Fail'],25.0,['Pass'],30.0,['Pass'],22.0,['Fail'],36.0,['Fail'],33.0,['Fail'],22.0,['Pass'],27.0,['Fail'],33.0,['Fail'],29.0,['Pass'],25.0,['Pass'],28.0
1387.0,wp_5,6.0,wc_6,59.0,"{'Pass': 65, 'Fail': 35}",['Pass'],25.0,['Pass'],26.0,['Fail'],33.0,['Pass'],38.0,['Pass'],25.0,['Pass'],34.0,['Fail'],31.0,['Pass'],27.0,['Pass'],38.0,['Pass'],23.0,['Pass'],33.0,['Pass'],39.0,['Pass'],28.0,['Pass'],23.0,['Pass'],30.0,['Pass'],22.0,['Pass'],22.0
1420.0,wp_2,8.0,wc_8,58.0,"{'Pass': 98, 'Fail': 2}",['Pass'],21.0,['Pass'],32.0,['Pass'],36.0,['Fail'],35.0,['Pass'],27.0,['Pass'],29.0,['Pass'],28.0,['Pass'],36.0,['Pass'],28.0,['Pass'],29.0,['Pass'],27.0,['Pass'],38.0,['Pass'],39.0,['Pass'],20.0,['Pass'],40.0,['Pass'],22.0,['Pass'],35.0
1421.0,wp_4,10.0,wc_10,64.0,"{'Pass': 92, 'Fail': 8}",['Pass'],34.0,['Pass'],23.0,['Pass'],27.0,['Pass'],34.0,['Pass'],24.0,['Pass'],28.0,['Pass'],22.0,['Pass'],38.0,['Pass'],39.0,['Pass'],38.0,['Pass'],32.0,['Pass'],27.0,['Pass'],27.0,['Pass'],36.0,['Pass'],32.0,['Pass'],20.0,['Pass'],33.0
1447.0,wp_5,7.0,wc_7,56.0,"{'Pass': 7, 'Fail': 93}",['Fail'],22.0,['Fail'],24.0,['Fail'],34.0,['Fail'],22.0,['Pass'],35.0,['Fail'],27.0,['Fail'],31.0,['Fail'],20.0,['Pass'],37.0,['Fail'],36.0,['Fail'],32.0,['Fail'],36.0,['Fail'],29.0,['Fail'],40.0,['Fail'],36.0,['Pass'],35.0,['Fail'],26.0
1440.0,wp_1,3.0,wc_3,70.0,"{'Pass': 17, 'Fail': 83}",['Fail'],27.0,['Pass'],25.0,['Fail'],22.0,['Fail'],35.0,['Fail'],22.0,['Fail'],32.0,['Pass'],27.0,['Fail'],25.0,['Fail'],30.0,['Pass'],38.0,['Pass'],25.0,['Fail'],23.0,['Fail'],21.0,['Fail'],31.0,['Fail'],37.0,['Fail'],23.0,['Pass'],29.0
1445.0,wp_3,16.0,wc_16,75.0,"{'Pass': 5, 'Fail': 95}",['Fail'],31.0,['Fail'],34.0,['Fail'],23.0,['Fail'],40.0,['Fail'],36.0,['Fail'],29.0,['Fail'],35.0,['Fail'],38.0,['Fail'],22.0,['Fail'],40.0,['Fail'],30.0,['Fail'],34.0,['Fail'],27.0,['Fail'],37.0,['Fail'],40.0,['Fail'],33.0,['Fail'],40.0
1479.0,wp_2,11.0,wc_11,50.0,"{'Pass': 96, 'Fail': 4}",['Pass'],28.0,['Pass'],25.0,['Pass'],32.0,['Pass'],40.0,['Pass'],31.0,['Pass'],38.0,['Fail'],22.0,['Fail'],37.0,['Pass'],26.0,['Pass'],22.0,['Pass'],36.0,['Pass'],35.0,['Pass'],23.0,['Pass'],39.0,['Pass'],38.0,['Pass'],40.0,['Pass'],23.0
1486.0,wp_4,8.0,wc_8,53.0,"{'Pass': 80, 'Fail': 20}",['Pass'],33.0,['Pass'],26.0,['Pass'],29.0,['Pass'],37.0,['Pass'],37.0,['Pass'],28.0,['Pass'],33.0,['Pass'],36.0,['Pass'],27.0,['Pass'],34.0,['Fail'],24.0,['Pass'],28.0,['Fail'],25.0,['Pass'],31.0,['Pass'],36.0,['Pass'],30.0,['Pass'],24.0
1511.0,wp_1,3.0,wc_3,59.0,"{'Pass': 46, 'Fail': 54}",['Pass'],35.0,['Fail'],20.0,['Pass'],38.0,['Fail'],39.0,['Fail'],31.0,['Pass'],22.0,['Pass'],25.0,['Fail'],25.0,['Pass'],25.0,['Pass'],36.0,['Fail'],20.0,['Fail'],27.0,['Pass'],22.0,['Fail'],25.0,['Fail'],30.0,['Fail'],24.0,['Fail'],31.0
1504.0,wp_5,10.0,wc_10,70.0,"{'Pass': 86, 'Fail': 14}",['Pass'],33.0,['Pass'],23.0,['Pass'],24.0,['Pass'],22.0,['Pass'],21.0,['Pass'],30.0,['Pass'],27.0,['Pass'],40.0,['Pass'],36.0,['Fail'],29.0,['Pass'],21.0,['Pass'],38.0,['Pass'],23.0,['Pass'],39.0,['Pass'],29.0,['Pass'],30.0,['Pass'],20.0
1521.0,wp_3,14.0,wc_14,70.0,"{'Pass': 40, 'Fail': 60}",['Fail'],31.0,['Fail'],23.0,['Fail'],27.0,['Pass'],35.0,['Pass'],40.0,['Pass'],29.0,['Fail'],38.0,['Pass'],21.0,['Pass'],31.0,['Pass'],30.0,['Fail'],37.0,['Pass'],30.0,['Pass'],40.0,['Fail'],26.0,['Fail'],34.0,['Pass'],20.0,['Pass'],34.0
1540.0,wp_4,11.0,wc_11,56.0,"{'Pass': 61, 'Fail': 39}",['Fail'],39.0,['Fail'],21.0,['Pass'],38.0,['Fail'],31.0,['Pass'],34.0,['Pass'],31.0,['Fail'],39.0,['Pass'],24.0,['Fail'],23.0,['Fail'],24.0,['Pass'],38.0,['Fail'],24.0,['Fail'],29.0,['Pass'],25.0,['Fail'],29.0,['Pass'],25.0,['Pass'],33.0
1530.0,wp_2,9.0,wc_9,71.0,"{'Pass': 81, 'Fail': 19}",['Fail'],23.0,['Pass'],34.0,['Pass'],29.0,['Pass'],33.0,['Pass'],39.0,['Pass'],27.0,['Pass'],27.0,['Pass'],35.0,['Pass'],26.0,['Fail'],22.0,['Pass'],21.0,['Fail'],40.0,['Pass'],31.0,['Fail'],36.0,['Pass'],20.0,['Pass'],24.0,['Pass'],24.0
1571.0,wp_1,3.0,wc_3,75.0,"{'Pass': 26, 'Fail': 74}",['Fail'],22.0,['Fail'],20.0,['Fail'],24.0,['Pass'],34.0,['Fail'],37.0,['Fail'],22.0,['Pass'],24.0,['Fail'],22.0,['Fail'],29.0,['Pass'],31.0,['Fail'],29.0,['Fail'],35.0,['Fail'],28.0,['Fail'],40.0,['Pass'],31.0,['Fail'],29.0,['Fail'],25.0
1592.0,wp_3,16.0,wc_16,61.0,"{'Pass': 39, 'Fail': 61}",['Pass'],25.0,['Fail'],25.0,['Fail'],29.0,['Fail'],23.0,['Fail'],27.0,['Fail'],40.0,['Fail'],33.0,['Pass'],27.0,['Fail'],20.0,['Pass'],31.0,['Fail'],40.0,['Fail'],29.0,['Fail'],33.0,['Fail'],20.0,['Pass'],24.0,['Fail'],30.0,['Fail'],35.0
1575.0,wp_5,8.0,wc_8,80.0,"{'Pass': 40, 'Fail': 60}",['Fail'],36.0,['Fail'],32.0,['Fail'],38.0,['Pass'],27.0,['Fail'],25.0,['Fail'],40.0,['Fail'],26.0,['Fail'],35.0,['Fail'],32.0,['Pass'],32.0,['Fail'],28.0,['Fail'],31.0,['Fail'],28.0,['Fail'],31.0,['Fail'],31.0,['Fail'],34.0,['Pass'],38.0
1602.0,wp_2,7.0,wc_7,69.0,"{'Pass': 25, 'Fail': 75}",['Pass'],29.0,['Pass'],24.0,['Fail'],37.0,['Fail'],40.0,['Pass'],23.0,['Fail'],28.0,['Pass'],32.0,['Fail'],37.0,['Pass'],24.0,['Fail'],39.0,['Fail'],30.0,['Fail'],28.0,['Fail'],20.0,['Fail'],29.0,['Pass'],40.0,['Fail'],40.0,['Fail'],21.0
1597.0,wp_4,12.0,wc_12,76.0,"{'Pass': 27, 'Fail': 73}",['Pass'],33.0,['Pass'],26.0,['Fail'],26.0,['Fail'],30.0,['Fail'],40.0,['Fail'],34.0,['Fail'],33.0,['Fail'],29.0,['Pass'],35.0,['Fail'],38.0,['Pass'],29.0,['Fail'],24.0,['Fail'],22.0,['Fail'],24.0,['Fail'],23.0,['Fail'],20.0,['Pass'],25.0
1656.0,wp_5,9.0,wc_9,54.0,"{'Pass': 42, 'Fail': 58}",['Fail'],29.0,['Pass'],30.0,['Pass'],25.0,['Fail'],25.0,['Fail'],38.0,['Fail'],40.0,['Fail'],30.0,['Fail'],21.0,['Fail'],26.0,['Pass'],22.0,['Pass'],25.0,['Fail'],22.0,['Fail'],22.0,['Fail'],30.0,['Fail'],23.0,['Fail'],35.0,['Pass'],38.0
1647.0,wp_1,3.0,wc_3,68.0,"{'Pass': 81, 'Fail': 19}",['Pass'],22.0,['Pass'],21.0,['Pass'],24.0,['Pass'],40.0,['Pass'],24.0,['Fail'],31.0,['Pass'],29.0,['Fail'],29.0,['Fail'],29.0,['Fail'],33.0,['Fail'],38.0,['Fail'],28.0,['Pass'],31.0,['Pass'],39.0,['Pass'],39.0,['Pass'],23.0,['Pass'],37.0
1654.0,wp_3,15.0,wc_15,74.0,"{'Pass': 90, 'Fail': 10}",['Pass'],33.0,['Pass'],24.0,['Pass'],40.0,['Pass'],34.0,['Pass'],40.0,['Pass'],21.0,['Pass'],39.0,['Pass'],20.0,['Pass'],28.0,['Fail'],24.0,['Fail'],21.0,['Pass'],30.0,['Pass'],29.0,['Pass'],27.0,['Pass'],32.0,['Pass'],28.0,['Pass'],26.0
1674.0,wp_4,12.0,wc_12,58.0,"{'Pass': 9, 'Fail': 91}",['Fail'],34.0,['Fail'],38.0,['Fail'],25.0,['Fail'],31.0,['Fail'],39.0,['Fail'],22.0,['Fail'],38.0,['Fail'],29.0,['Fail'],30.0,['Fail'],32.0,['Pass'],39.0,['Fail'],32.0,['Fail'],25.0,['Fail'],39.0,['Fail'],32.0,['Fail'],35.0,['Fail'],27.0
1672.0,wp_2,7.0,wc_7,77.0,"{'Pass': 76, 'Fail': 24}",['Pass'],25.0,['Pass'],38.0,['Pass'],39.0,['Pass'],36.0,['Pass'],33.0,['Pass'],36.0,['Pass'],25.0,['Pass'],24.0,['Pass'],25.0,['Pass'],20.0,['Pass'],25.0,['Pass'],38.0,['Pass'],40.0,['Pass'],23.0,['Pass'],39.0,['Pass'],21.0,['Pass'],37.0
1716.0,wp_1,5.0,wc_5,55.0,"{'Pass': 51, 'Fail': 49}",['Pass'],23.0,['Fail'],38.0,['Pass'],40.0,['Pass'],22.0,['Pass'],31.0,['Fail'],33.0,['Fail'],22.0,['Pass'],21.0,['Pass'],28.0,['Fail'],25.0,['Pass'],29.0,['Pass'],39.0,['Pass'],37.0,['Pass'],37.0,['Fail'],25.0,['Fail'],27.0,['Pass'],37.0
1711.0,wp_5,9.0,wc_9,68.0,"{'Pass': 24, 'Fail': 76}",['Fail'],25.0,['Fail'],34.0,['Fail'],31.0,['Fail'],24.0,['Fail'],27.0,['Fail'],40.0,['Fail'],39.0,['Fail'],28.0,['Fail'],40.0,['Fail'],21.0,['Fail'],25.0,['Fail'],38.0,['Pass'],30.0,['Fail'],25.0,['Fail'],22.0,['Fail'],33.0,['Fail'],33.0
1729.0,wp_3,14.0,wc_14,78.0,"{'Pass': 66, 'Fail': 34}",['Pass'],23.0,['Pass'],28.0,['Fail'],30.0,['Pass'],25.0,['Pass'],25.0,['Pass'],31.0,['Pass'],33.0,['Pass'],23.0,['Pass'],21.0,['Pass'],40.0,['Pass'],23.0,['Pass'],40.0,['Fail'],27.0,['Fail'],25.0,['Pass'],26.0,['Fail'],35.0,['Fail'],39.0
1733.0,wp_4,12.0,wc_12,76.0,"{'Pass': 36, 'Fail': 64}",['Fail'],23.0,['Fail'],33.0,['Fail'],25.0,['Fail'],37.0,['Fail'],23.0,['Pass'],23.0,['Pass'],26.0,['Fail'],27.0,['Pass'],25.0,['Fail'],34.0,['Fail'],40.0,['Fail'],29.0,['Pass'],22.0,['Pass'],34.0,['Fail'],20.0,['Pass'],21.0,['Fail'],28.0
1750.0,wp_2,10.0,wc_10,75.0,"{'Pass': 28, 'Fail': 72}",['Pass'],39.0,['Pass'],38.0,['Pass'],35.0,['Fail'],25.0,['Pass'],27.0,['Fail'],40.0,['Pass'],33.0,['Pass'],35.0,['Pass'],22.0,['Pass'],36.0,['Fail'],31.0,['Fail'],36.0,['Pass'],36.0,['Fail'],28.0,['Fail'],20.0,['Fail'],22.0,['Fail'],40.0
1780.0,wp_5,8.0,wc_8,54.0,"{'Pass': 35, 'Fail': 65}",['Fail'],26.0,['Fail'],36.0,['Pass'],20.0,['Pass'],35.0,['Pass'],24.0,['Pass'],23.0,['Fail'],34.0,['Fail'],38.0,['Pass'],35.0,['Fail'],37.0,['Fail'],32.0,['Fail'],25.0,['Pass'],20.0,['Pass'],31.0,['Pass'],36.0,['Pass'],38.0,['Pass'],22.0
1772.0,wp_1,6.0,wc_6,71.0,"{'Pass': 47, 'Fail': 53}",['Pass'],32.0,['Pass'],38.0,['Fail'],26.0,['Fail'],36.0,['Pass'],30.0,['Fail'],20.0,['Fail'],20.0,['Fail'],26.0,['Pass'],33.0,['Pass'],26.0,['Pass'],21.0,['Fail'],25.0,['Fail'],33.0,['Pass'],20.0,['Pass'],22.0,['Fail'],25.0,['Pass'],22.0
1810.0,wp_4,12.0,wc_12,51.0,"{'Pass': 69, 'Fail': 31}",['Pass'],31.0,['Pass'],31.0,['Pass'],20.0,['Pass'],27.0,['Fail'],35.0,['Fail'],32.0,['Fail'],40.0,['Pass'],34.0,['Pass'],38.0,['Fail'],26.0,['Pass'],23.0,['Fail'],36.0,['Pass'],27.0,['Pass'],20.0,['Pass'],40.0,['Pass'],25.0,['Pass'],32.0
1808.0,wp_3,16.0,wc_16,60.0,"{'Pass': 31, 'Fail': 69}",['Pass'],37.0,['Fail'],23.0,['Pass'],24.0,['Fail'],35.0,['Fail'],35.0,['Fail'],34.0,['Pass'],36.0,['Pass'],35.0,['Pass'],26.0,['Pass'],24.0,['Fail'],30.0,['Pass'],26.0,['Fail'],26.0,['Pass'],36.0,['Pass'],40.0,['Fail'],28.0,['Fail'],23.0
1835.0,wp_5,9.0,wc_9,51.0,"{'Pass': 15, 'Fail': 85}",['Fail'],36.0,['Fail'],32.0,['Fail'],27.0,['Pass'],26.0,['Fail'],32.0,['Fail'],37.0,['Fail'],29.0,['Fail'],33.0,['Fail'],25.0,['Fail'],35.0,['Fail'],25.0,['Fail'],21.0,['Fail'],33.0,['Fail'],37.0,['Pass'],22.0,['Fail'],23.0,['Fail'],23.0
1844.0,wp_1,6.0,wc_6,53.0,"{'Pass': 67, 'Fail': 33}",['Pass'],28.0,['Pass'],37.0,['Pass'],26.0,['Pass'],34.0,['Pass'],23.0,['Fail'],35.0,['Pass'],38.0,['Fail'],24.0,['Pass'],34.0,['Pass'],26.0,['Pass'],36.0,['Pass'],21.0,['Fail'],30.0,['Pass'],28.0,['Pass'],36.0,['Pass'],25.0,['Fail'],20.0
1826.0,wp_2,10.0,wc_10,79.0,"{'Pass': 62, 'Fail': 38}",['Pass'],25.0,['Pass'],20.0,['Pass'],27.0,['Fail'],38.0,['Fail'],35.0,['Fail'],36.0,['Pass'],36.0,['Pass'],36.0,['Fail'],22.0,['Fail'],40.0,['Pass'],33.0,['Pass'],32.0,['Fail'],25.0,['Pass'],30.0,['Pass'],28.0,['Pass'],39.0,['Pass'],24.0
1862.0,wp_4,13.0,wc_13,50.0,"{'Pass': 9, 'Fail': 91}",['Fail'],33.0,['Fail'],31.0,['Fail'],26.0,['Fail'],32.0,['Fail'],30.0,['Fail'],37.0,['Fail'],22.0,['Fail'],22.0,['Fail'],23.0,['Fail'],39.0,['Fail'],30.0,['Fail'],37.0,['Fail'],35.0,['Fail'],25.0,['Fail'],38.0,['Fail'],28.0,['Fail'],35.0
1869.0,wp_3,16.0,wc_16,63.0,"{'Pass': 98, 'Fail': 2}",['Pass'],39.0,['Pass'],29.0,['Pass'],30.0,['Pass'],40.0,['Pass'],26.0,['Pass'],22.0,['Pass'],21.0,['Pass'],31.0,['Pass'],33.0,['Pass'],36.0,['Pass'],25.0,['Pass'],21.0,['Pass'],22.0,['Pass'],24.0,['Pass'],34.0,['Pass'],34.0,['Pass'],24.0
1887.0,wp_5,9.0,wc_9,52.0,"{'Pass': 8, 'Fail': 92}",['Fail'],39.0,['Fail'],27.0,['Fail'],28.0,['Fail'],25.0,['Fail'],36.0,['Fail'],37.0,['Fail'],21.0,['Fail'],29.0,['Pass'],22.0,['Fail'],31.0,['Fail'],39.0,['Fail'],39.0,['Pass'],21.0,['Fail'],30.0,['Fail'],23.0,['Fail'],25.0,['Fail'],32.0
1898.0,wp_1,7.0,wc_7,66.0,"{'Pass': 72, 'Fail': 28}",['Fail'],40.0,['Pass'],20.0,['Fail'],20.0,['Pass'],28.0,['Pass'],25.0,['Pass'],28.0,['Pass'],29.0,['Fail'],34.0,['Fail'],22.0,['Fail'],25.0,['Pass'],39.0,['Pass'],20.0,['Pass'],38.0,['Fail'],20.0,['Fail'],26.0,['Pass'],31.0,['Pass'],27.0
1913.0,wp_4,13.0,wc_13,65.0,"{'Pass': 87, 'Fail': 13}",['Pass'],23.0,['Pass'],39.0,['Pass'],23.0,['Pass'],36.0,['Fail'],22.0,['Pass'],26.0,['Pass'],20.0,['Pass'],40.0,['Pass'],29.0,['Pass'],28.0,['Pass'],38.0,['Pass'],26.0,['Pass'],26.0,['Pass'],37.0,['Pass'],38.0,['Pass'],36.0,['Pass'],28.0
1906.0,wp_2,12.0,wc_12,79.0,"{'Pass': 83, 'Fail': 17}",['Pass'],36.0,['Pass'],21.0,['Pass'],36.0,['Pass'],27.0,['Pass'],35.0,['Pass'],33.0,['Pass'],25.0,['Pass'],24.0,['Pass'],38.0,['Pass'],31.0,['Pass'],37.0,['Pass'],32.0,['Pass'],40.0,['Fail'],38.0,['Pass'],20.0,['Pass'],36.0,['Pass'],20.0
1933.0,wp_3,17.0,wc_17,71.0,"{'Pass': 45, 'Fail': 55}",['Pass'],32.0,['Fail'],23.0,['Pass'],22.0,['Fail'],30.0,['Pass'],35.0,['Fail'],25.0,['Fail'],28.0,['Pass'],33.0,['Fail'],39.0,['Pass'],20.0,['Fail'],29.0,['Pass'],21.0,['Fail'],30.0,['Fail'],38.0,['Fail'],23.0,['Fail'],24.0,['Fail'],36.0
1940.0,wp_5,8.0,wc_8,71.0,"{'Pass': 96, 'Fail': 4}",['Pass'],20.0,['Pass'],30.0,['Pass'],31.0,['Pass'],35.0,['Pass'],36.0,['Pass'],35.0,['Pass'],36.0,['Pass'],40.0,['Pass'],23.0,['Pass'],23.0,['Pass'],38.0,['Pass'],23.0,['Pass'],21.0,['Pass'],34.0,['Pass'],29.0,['Pass'],26.0,['Pass'],30.0
1965.0,wp_1,9.0,wc_9,65.0,"{'Pass': 43, 'Fail': 57}",['Fail'],21.0,['Pass'],25.0,['Fail'],21.0,['Fail'],25.0,['Pass'],25.0,['Pass'],23.0,['Fail'],27.0,['Fail'],33.0,['Pass'],23.0,['Pass'],27.0,['Pass'],30.0,['Pass'],38.0,['Fail'],20.0,['Pass'],37.0,['Pass'],26.0,['Fail'],26.0,['Pass'],33.0
1979.0,wp_4,15.0,wc_15,53.0,"{'Pass': 24, 'Fail': 76}",['Fail'],38.0,['Pass'],28.0,['Fail'],29.0,['Fail'],33.0,['Pass'],26.0,['Fail'],23.0,['Fail'],37.0,['Pass'],24.0,['Fail'],30.0,['Fail'],37.0,['Fail'],39.0,['Fail'],40.0,['Fail'],26.0,['Pass'],28.0,['Pass'],31.0,['Fail'],36.0,['Fail'],22.0
