Cover,Intrusion_Switch,WLAN_Card,Front_Bezel,Expansion_Card,Memory_Card,CoinCell_Battery,Hard_Drive,Optical_Drive,Power_Supply,Heat_Sink_Assembly,Processor,Processor_Socket,System_Fan,Thermal_Sensor,Power_Switch,IO_Panel,System_Board,Screws,Grommets,Power_Cable,Data_Cable,WLAN_Cable,4pin_Power_Cable,8pin_Power_Cable,Fan_Cable,Captive_Screws,Thermal_Sensor_Cable,USB_Cable,N_A
,,,,,,,,,10165,11165,12165,13165,14165,15165,16165,17165,18165,19165,20165,21165,22165,23165,24165,25165,26165,27165,28165,29165,0
,,,,,,,,,10166,11166,12166,13166,14166,15166,16166,17166,18166,19166,20166,21166,22166,23166,24166,25166,26166,27166,28166,29166,0
,,,,,,,,,10167,11167,12167,13167,14167,15167,16167,17167,18167,19167,20167,21167,22167,23167,24167,25167,26167,27167,28167,29167,0
,,,,,,,,,10168,11168,12168,13168,14168,15168,16168,17168,18168,19168,20168,21168,22168,23168,24168,25168,26168,27168,28168,29168,0
,,,,,,,,,10169,11169,12169,13169,14169,15169,16169,17169,18169,19169,20169,21169,22169,23169,24169,25169,26169,27169,28169,29169,0
,,,,,,,,,10170,11170,12170,13170,14170,15170,16170,17170,18170,19170,20170,21170,22170,23170,24170,25170,26170,27170,28170,29170,0
,,,,,,,,,10171,11171,12171,13171,14171,15171,16171,17171,18171,19171,20171,21171,22171,23171,24171,25171,26171,27171,28171,29171,0
,,,,,,,,,10172,11172,12172,13172,14172,15172,16172,17172,18172,19172,20172,21172,22172,23172,24172,25172,26172,27172,28172,29172,0
,,,,,,,,,10173,11173,12173,13173,14173,15173,16173,17173,18173,19173,20173,21173,22173,23173,24173,25173,26173,27173,28173,29173,0
,,,,,,,,,10174,11174,12174,13174,14174,15174,16174,17174,18174,19174,20174,21174,22174,23174,24174,25174,26174,27174,28174,29174,0
,,,,,,,,,10175,11175,12175,13175,14175,15175,16175,17175,18175,19175,20175,21175,22175,23175,24175,25175,26175,27175,28175,29175,0
,,,,,,,,,10176,11176,12176,13176,14176,15176,16176,17176,18176,19176,20176,21176,22176,23176,24176,25176,26176,27176,28176,29176,0
,,,,,,,,,10177,11177,12177,13177,14177,15177,16177,17177,18177,19177,20177,21177,22177,23177,24177,25177,26177,27177,28177,29177,0
,,,,,,,,,10178,11178,12178,13178,14178,15178,16178,17178,18178,19178,20178,21178,22178,23178,24178,25178,26178,27178,28178,29178,0
,,,,,,,,,10179,11179,12179,13179,14179,15179,16179,17179,18179,19179,20179,21179,22179,23179,24179,25179,26179,27179,28179,29179,0
,,,,,,,,,10180,11180,12180,13180,14180,15180,16180,17180,18180,19180,20180,21180,22180,23180,24180,25180,26180,27180,28180,29180,0
,,,,,,,,,10181,11181,12181,13181,14181,15181,16181,17181,18181,19181,20181,21181,22181,23181,24181,25181,26181,27181,28181,29181,0
,,,,,,,,,10182,11182,12182,13182,14182,15182,16182,17182,18182,19182,20182,21182,22182,23182,24182,25182,26182,27182,28182,29182,0
,,,,,,,,,10183,11183,12183,13183,14183,15183,16183,17183,18183,19183,20183,21183,22183,23183,24183,25183,26183,27183,28183,29183,0
,,,,,,,,,10184,11184,12184,13184,14184,15184,16184,17184,18184,19184,20184,21184,22184,23184,24184,25184,26184,27184,28184,29184,0
,,,,,,,,,10185,11185,12185,13185,14185,15185,16185,17185,18185,19185,20185,21185,22185,23185,24185,25185,26185,27185,28185,29185,0
,,,,,,,,,10186,11186,12186,13186,14186,15186,16186,17186,18186,19186,20186,21186,22186,23186,24186,25186,26186,27186,28186,29186,0
,,,,,,,,,10187,11187,12187,13187,14187,15187,16187,17187,18187,19187,20187,21187,22187,23187,24187,25187,26187,27187,28187,29187,0
,,,,,,,,,10188,11188,12188,13188,14188,15188,16188,17188,18188,19188,20188,21188,22188,23188,24188,25188,26188,27188,28188,29188,0
,,,,,,,,,10189,11189,12189,13189,14189,15189,16189,17189,18189,19189,20189,21189,22189,23189,24189,25189,26189,27189,28189,29189,0
,,,,,,,,,10190,11190,12190,13190,14190,15190,16190,17190,18190,19190,20190,21190,22190,23190,24190,25190,26190,27190,28190,29190,0
,,,,,,,,,10191,11191,12191,13191,14191,15191,16191,17191,18191,19191,20191,21191,22191,23191,24191,25191,26191,27191,28191,29191,0
,,,,,,,,,10192,11192,12192,13192,14192,15192,16192,17192,18192,19192,20192,21192,22192,23192,24192,25192,26192,27192,28192,29192,0
,,,,,,,,,10193,11193,12193,13193,14193,15193,16193,17193,18193,19193,20193,21193,22193,23193,24193,25193,26193,27193,28193,29193,0
,,,,,,,,,10194,11194,12194,13194,14194,15194,16194,17194,18194,19194,20194,21194,22194,23194,24194,25194,26194,27194,28194,29194,0
,,,,,,,,,10195,11195,12195,13195,14195,15195,16195,17195,18195,19195,20195,21195,22195,23195,24195,25195,26195,27195,28195,29195,0
,,,,,,,,,10196,11196,12196,13196,14196,15196,16196,17196,18196,19196,20196,21196,22196,23196,24196,25196,26196,27196,28196,29196,0
,,,,,,,,,10197,11197,12197,13197,14197,15197,16197,17197,18197,19197,20197,21197,22197,23197,24197,25197,26197,27197,28197,29197,0
,,,,,,,,,10198,11198,12198,13198,14198,15198,16198,17198,18198,19198,20198,21198,22198,23198,24198,25198,26198,27198,28198,29198,0
,,,,,,,,,10199,11199,12199,13199,14199,15199,16199,17199,18199,19199,20199,21199,22199,23199,24199,25199,26199,27199,28199,29199,0
,,,,,,,,,10200,11200,12200,13200,14200,15200,16200,17200,18200,19200,20200,21200,22200,23200,24200,25200,26200,27200,28200,29200,0
,,,,,,,,,10201,11201,12201,13201,14201,15201,16201,17201,18201,19201,20201,21201,22201,23201,24201,25201,26201,27201,28201,29201,0
,,,,,,,,,10202,11202,12202,13202,14202,15202,16202,17202,18202,19202,20202,21202,22202,23202,24202,25202,26202,27202,28202,29202,0
,,,,,,,,,10203,11203,12203,13203,14203,15203,16203,17203,18203,19203,20203,21203,22203,23203,24203,25203,26203,27203,28203,29203,0
,,,,,,,,,10204,11204,12204,13204,14204,15204,16204,17204,18204,19204,20204,21204,22204,23204,24204,25204,26204,27204,28204,29204,0
,,,,,,,,,10205,11205,12205,13205,14205,15205,16205,17205,18205,19205,20205,21205,22205,23205,24205,25205,26205,27205,28205,29205,0
,,,,,,,,,10206,11206,12206,13206,14206,15206,16206,17206,18206,19206,20206,21206,22206,23206,24206,25206,26206,27206,28206,29206,0
,,,,,,,,,10207,11207,12207,13207,14207,15207,16207,17207,18207,19207,20207,21207,22207,23207,24207,25207,26207,27207,28207,29207,0
,,,,,,,,,10208,11208,12208,13208,14208,15208,16208,17208,18208,19208,20208,21208,22208,23208,24208,25208,26208,27208,28208,29208,0
,,,,,,,,,10209,11209,12209,13209,14209,15209,16209,17209,18209,19209,20209,21209,22209,23209,24209,25209,26209,27209,28209,29209,0
,,,,,,,,,10210,11210,12210,13210,14210,15210,16210,17210,18210,19210,20210,21210,22210,23210,24210,25210,26210,27210,28210,29210,0
,,,,,,,,,10211,11211,12211,13211,14211,15211,16211,17211,18211,19211,20211,21211,22211,23211,24211,25211,26211,27211,28211,29211,0
,,,,,,,,,10212,11212,12212,13212,14212,15212,16212,17212,18212,19212,20212,21212,22212,23212,24212,25212,26212,27212,28212,29212,0
,,,,,,,,,10213,11213,12213,13213,14213,15213,16213,17213,18213,19213,20213,21213,22213,23213,24213,25213,26213,27213,28213,29213,0
,,,,,,,,,10214,11214,12214,13214,14214,15214,16214,17214,18214,19214,20214,21214,22214,23214,24214,25214,26214,27214,28214,29214,0
,,,,,,,,,10215,11215,12215,13215,14215,15215,16215,17215,18215,19215,20215,21215,22215,23215,24215,25215,26215,27215,28215,29215,0
,,,,,,,,,10216,11216,12216,13216,14216,15216,16216,17216,18216,19216,20216,21216,22216,23216,24216,25216,26216,27216,28216,29216,0
,,,,,,,,,10217,11217,12217,13217,14217,15217,16217,17217,18217,19217,20217,21217,22217,23217,24217,25217,26217,27217,28217,29217,0
,,,,,,,,,10218,11218,12218,13218,14218,15218,16218,17218,18218,19218,20218,21218,22218,23218,24218,25218,26218,27218,28218,29218,0
,,,,,,,,,10219,11219,12219,13219,14219,15219,16219,17219,18219,19219,20219,21219,22219,23219,24219,25219,26219,27219,28219,29219,0
,,,,,,,,,10220,11220,12220,13220,14220,15220,16220,17220,18220,19220,20220,21220,22220,23220,24220,25220,26220,27220,28220,29220,0
,,,,,,,,,10221,11221,12221,13221,14221,15221,16221,17221,18221,19221,20221,21221,22221,23221,24221,25221,26221,27221,28221,29221,0
,,,,,,,,,10222,11222,12222,13222,14222,15222,16222,17222,18222,19222,20222,21222,22222,23222,24222,25222,26222,27222,28222,29222,0
,,,,,,,,,10223,11223,12223,13223,14223,15223,16223,17223,18223,19223,20223,21223,22223,23223,24223,25223,26223,27223,28223,29223,0
,,,,,,,,,10224,11224,12224,13224,14224,15224,16224,17224,18224,19224,20224,21224,22224,23224,24224,25224,26224,27224,28224,29224,0
,,,,,,,,,10225,11225,12225,13225,14225,15225,16225,17225,18225,19225,20225,21225,22225,23225,24225,25225,26225,27225,28225,29225,0
,,,,,,,,,10226,11226,12226,13226,14226,15226,16226,17226,18226,19226,20226,21226,22226,23226,24226,25226,26226,27226,28226,29226,0
,,,,,,,,,10227,11227,12227,13227,14227,15227,16227,17227,18227,19227,20227,21227,22227,23227,24227,25227,26227,27227,28227,29227,0
,,,,,,,,,10228,11228,12228,13228,14228,15228,16228,17228,18228,19228,20228,21228,22228,23228,24228,25228,26228,27228,28228,29228,0
,,,,,,,,,10229,11229,12229,13229,14229,15229,16229,17229,18229,19229,20229,21229,22229,23229,24229,25229,26229,27229,28229,29229,0
,,,,,,,,,10230,11230,12230,13230,14230,15230,16230,17230,18230,19230,20230,21230,22230,23230,24230,25230,26230,27230,28230,29230,0
,,,,,,,,,10231,11231,12231,13231,14231,15231,16231,17231,18231,19231,20231,21231,22231,23231,24231,25231,26231,27231,28231,29231,0
,,,,,,,,,10232,11232,12232,13232,14232,15232,16232,17232,18232,19232,20232,21232,22232,23232,24232,25232,26232,27232,28232,29232,0
,,,,,,,,,10233,11233,12233,13233,14233,15233,16233,17233,18233,19233,20233,21233,22233,23233,24233,25233,26233,27233,28233,29233,0
,,,,,,,,,10234,11234,12234,13234,14234,15234,16234,17234,18234,19234,20234,21234,22234,23234,24234,25234,26234,27234,28234,29234,0
,,,,,,,,,10235,11235,12235,13235,14235,15235,16235,17235,18235,19235,20235,21235,22235,23235,24235,25235,26235,27235,28235,29235,0
,,,,,,,,,10236,11236,12236,13236,14236,15236,16236,17236,18236,19236,20236,21236,22236,23236,24236,25236,26236,27236,28236,29236,0
,,,,,,,,,10237,11237,12237,13237,14237,15237,16237,17237,18237,19237,20237,21237,22237,23237,24237,25237,26237,27237,28237,29237,0
,,,,,,,,,10238,11238,12238,13238,14238,15238,16238,17238,18238,19238,20238,21238,22238,23238,24238,25238,26238,27238,28238,29238,0
,,,,,,,,,10239,11239,12239,13239,14239,15239,16239,17239,18239,19239,20239,21239,22239,23239,24239,25239,26239,27239,28239,29239,0
,,,,,,,,,10240,11240,12240,13240,14240,15240,16240,17240,18240,19240,20240,21240,22240,23240,24240,25240,26240,27240,28240,29240,0
,,,,,,,,,10241,11241,12241,13241,14241,15241,16241,17241,18241,19241,20241,21241,22241,23241,24241,25241,26241,27241,28241,29241,0
,,,,,,,,,10242,11242,12242,13242,14242,15242,16242,17242,18242,19242,20242,21242,22242,23242,24242,25242,26242,27242,28242,29242,0
,,,,,,,,,10243,11243,12243,13243,14243,15243,16243,17243,18243,19243,20243,21243,22243,23243,24243,25243,26243,27243,28243,29243,0
,,,,,,,,,10244,11244,12244,13244,14244,15244,16244,17244,18244,19244,20244,21244,22244,23244,24244,25244,26244,27244,28244,29244,0
,,,,,,,,,10245,11245,12245,13245,14245,15245,16245,17245,18245,19245,20245,21245,22245,23245,24245,25245,26245,27245,28245,29245,0
,,,,,,,,,10246,11246,12246,13246,14246,15246,16246,17246,18246,19246,20246,21246,22246,23246,24246,25246,26246,27246,28246,29246,0
,,,,,,,,,10247,11247,12247,13247,14247,15247,16247,17247,18247,19247,20247,21247,22247,23247,24247,25247,26247,27247,28247,29247,0
,,,,,,,,,10248,11248,12248,13248,14248,15248,16248,17248,18248,19248,20248,21248,22248,23248,24248,25248,26248,27248,28248,29248,0
,,,,,,,,,10249,11249,12249,13249,14249,15249,16249,17249,18249,19249,20249,21249,22249,23249,24249,25249,26249,27249,28249,29249,0
,,,,,,,,,10250,11250,12250,13250,14250,15250,16250,17250,18250,19250,20250,21250,22250,23250,24250,25250,26250,27250,28250,29250,0
,,,,,,,,,10251,11251,12251,13251,14251,15251,16251,17251,18251,19251,20251,21251,22251,23251,24251,25251,26251,27251,28251,29251,0
,,,,,,,,,10252,11252,12252,13252,14252,15252,16252,17252,18252,19252,20252,21252,22252,23252,24252,25252,26252,27252,28252,29252,0
,,,,,,,,,10253,11253,12253,13253,14253,15253,16253,17253,18253,19253,20253,21253,22253,23253,24253,25253,26253,27253,28253,29253,0
,,,,,,,,,10254,11254,12254,13254,14254,15254,16254,17254,18254,19254,20254,21254,22254,23254,24254,25254,26254,27254,28254,29254,0
,,,,,,,,,10255,11255,12255,13255,14255,15255,16255,17255,18255,19255,20255,21255,22255,23255,24255,25255,26255,27255,28255,29255,0
,,,,,,,,,10256,11256,12256,13256,14256,15256,16256,17256,18256,19256,20256,21256,22256,23256,24256,25256,26256,27256,28256,29256,0
,,,,,,,,,10257,11257,12257,13257,14257,15257,16257,17257,18257,19257,20257,21257,22257,23257,24257,25257,26257,27257,28257,29257,0
,,,,,,,,,10258,11258,12258,13258,14258,15258,16258,17258,18258,19258,20258,21258,22258,23258,24258,25258,26258,27258,28258,29258,0
,,,,,,,,,10259,11259,12259,13259,14259,15259,16259,17259,18259,19259,20259,21259,22259,23259,24259,25259,26259,27259,28259,29259,0
,,,,,,,,,10260,11260,12260,13260,14260,15260,16260,17260,18260,19260,20260,21260,22260,23260,24260,25260,26260,27260,28260,29260,0
,,,,,,,,,10261,11261,12261,13261,14261,15261,16261,17261,18261,19261,20261,21261,22261,23261,24261,25261,26261,27261,28261,29261,0
,,,,,,,,,10262,11262,12262,13262,14262,15262,16262,17262,18262,19262,20262,21262,22262,23262,24262,25262,26262,27262,28262,29262,0
,,,,,,,,,10263,11263,12263,13263,14263,15263,16263,17263,18263,19263,20263,21263,22263,23263,24263,25263,26263,27263,28263,29263,0
,,,,,,,,,10264,11264,12264,13264,14264,15264,16264,17264,18264,19264,20264,21264,22264,23264,24264,25264,26264,27264,28264,29264,0
,,,,,,,,,10265,11265,12265,13265,14265,15265,16265,17265,18265,19265,20265,21265,22265,23265,24265,25265,26265,27265,28265,29265,0
,,,,,,,,,10266,11266,12266,13266,14266,15266,16266,17266,18266,19266,20266,21266,22266,23266,24266,25266,26266,27266,28266,29266,0
,,,,,,,,,10267,11267,12267,13267,14267,15267,16267,17267,18267,19267,20267,21267,22267,23267,24267,25267,26267,27267,28267,29267,0
,,,,,,,,,10268,11268,12268,13268,14268,15268,16268,17268,18268,19268,20268,21268,22268,23268,24268,25268,26268,27268,28268,29268,0
,,,,,,,,,10269,11269,12269,13269,14269,15269,16269,17269,18269,19269,20269,21269,22269,23269,24269,25269,26269,27269,28269,29269,0
,,,,,,,,,10270,11270,12270,13270,14270,15270,16270,17270,18270,19270,20270,21270,22270,23270,24270,25270,26270,27270,28270,29270,0
,,,,,,,,,10271,11271,12271,13271,14271,15271,16271,17271,18271,19271,20271,21271,22271,23271,24271,25271,26271,27271,28271,29271,0
,,,,,,,,,10272,11272,12272,13272,14272,15272,16272,17272,18272,19272,20272,21272,22272,23272,24272,25272,26272,27272,28272,29272,0
,,,,,,,,,10273,11273,12273,13273,14273,15273,16273,17273,18273,19273,20273,21273,22273,23273,24273,25273,26273,27273,28273,29273,0
,,,,,,,,,10274,11274,12274,13274,14274,15274,16274,17274,18274,19274,20274,21274,22274,23274,24274,25274,26274,27274,28274,29274,0
,,,,,,,,,10275,11275,12275,13275,14275,15275,16275,17275,18275,19275,20275,21275,22275,23275,24275,25275,26275,27275,28275,29275,0
,,,,,,,,,10276,11276,12276,13276,14276,15276,16276,17276,18276,19276,20276,21276,22276,23276,24276,25276,26276,27276,28276,29276,0
,,,,,,,,,10277,11277,12277,13277,14277,15277,16277,17277,18277,19277,20277,21277,22277,23277,24277,25277,26277,27277,28277,29277,0
,,,,,,,,,10278,11278,12278,13278,14278,15278,16278,17278,18278,19278,20278,21278,22278,23278,24278,25278,26278,27278,28278,29278,0
,,,,,,,,,10279,11279,12279,13279,14279,15279,16279,17279,18279,19279,20279,21279,22279,23279,24279,25279,26279,27279,28279,29279,0
,,,,,,,,,10280,11280,12280,13280,14280,15280,16280,17280,18280,19280,20280,21280,22280,23280,24280,25280,26280,27280,28280,29280,0
,,,,,,,,,10281,11281,12281,13281,14281,15281,16281,17281,18281,19281,20281,21281,22281,23281,24281,25281,26281,27281,28281,29281,0
,,,,,,,,,10282,11282,12282,13282,14282,15282,16282,17282,18282,19282,20282,21282,22282,23282,24282,25282,26282,27282,28282,29282,0
,,,,,,,,,10283,11283,12283,13283,14283,15283,16283,17283,18283,19283,20283,21283,22283,23283,24283,25283,26283,27283,28283,29283,0
,,,,,,,,,10284,11284,12284,13284,14284,15284,16284,17284,18284,19284,20284,21284,22284,23284,24284,25284,26284,27284,28284,29284,0
,,,,,,,,,10285,11285,12285,13285,14285,15285,16285,17285,18285,19285,20285,21285,22285,23285,24285,25285,26285,27285,28285,29285,0
,,,,,,,,,10286,11286,12286,13286,14286,15286,16286,17286,18286,19286,20286,21286,22286,23286,24286,25286,26286,27286,28286,29286,0
,,,,,,,,,10287,11287,12287,13287,14287,15287,16287,17287,18287,19287,20287,21287,22287,23287,24287,25287,26287,27287,28287,29287,0
,,,,,,,,,10288,11288,12288,13288,14288,15288,16288,17288,18288,19288,20288,21288,22288,23288,24288,25288,26288,27288,28288,29288,0
,,,,,,,,,10289,11289,12289,13289,14289,15289,16289,17289,18289,19289,20289,21289,22289,23289,24289,25289,26289,27289,28289,29289,0
,,,,,,,,,10290,11290,12290,13290,14290,15290,16290,17290,18290,19290,20290,21290,22290,23290,24290,25290,26290,27290,28290,29290,0
,,,,,,,,,10291,11291,12291,13291,14291,15291,16291,17291,18291,19291,20291,21291,22291,23291,24291,25291,26291,27291,28291,29291,0
,,,,,,,,,10292,11292,12292,13292,14292,15292,16292,17292,18292,19292,20292,21292,22292,23292,24292,25292,26292,27292,28292,29292,0
,,,,,,,,,10293,11293,12293,13293,14293,15293,16293,17293,18293,19293,20293,21293,22293,23293,24293,25293,26293,27293,28293,29293,0
,,,,,,,,,10294,11294,12294,13294,14294,15294,16294,17294,18294,19294,20294,21294,22294,23294,24294,25294,26294,27294,28294,29294,0
,,,,,,,,,10295,11295,12295,13295,14295,15295,16295,17295,18295,19295,20295,21295,22295,23295,24295,25295,26295,27295,28295,29295,0
,,,,,,,,,10296,11296,12296,13296,14296,15296,16296,17296,18296,19296,20296,21296,22296,23296,24296,25296,26296,27296,28296,29296,0
,,,,,,,,,10297,11297,12297,13297,14297,15297,16297,17297,18297,19297,20297,21297,22297,23297,24297,25297,26297,27297,28297,29297,0
,,,,,,,,,10298,11298,12298,13298,14298,15298,16298,17298,18298,19298,20298,21298,22298,23298,24298,25298,26298,27298,28298,29298,0
,,,,,,,,,10299,11299,12299,13299,14299,15299,16299,17299,18299,19299,20299,21299,22299,23299,24299,25299,26299,27299,28299,29299,0
,,,,,,,,,10300,11300,12300,13300,14300,15300,16300,17300,18300,19300,20300,21300,22300,23300,24300,25300,26300,27300,28300,29300,0
,,,,,,,,,10301,11301,12301,13301,14301,15301,16301,17301,18301,19301,20301,21301,22301,23301,24301,25301,26301,27301,28301,29301,0
,,,,,,,,,10302,11302,12302,13302,14302,15302,16302,17302,18302,19302,20302,21302,22302,23302,24302,25302,26302,27302,28302,29302,0
,,,,,,,,,10303,11303,12303,13303,14303,15303,16303,17303,18303,19303,20303,21303,22303,23303,24303,25303,26303,27303,28303,29303,0
,,,,,,,,,10304,11304,12304,13304,14304,15304,16304,17304,18304,19304,20304,21304,22304,23304,24304,25304,26304,27304,28304,29304,0
,,,,,,,,,10305,11305,12305,13305,14305,15305,16305,17305,18305,19305,20305,21305,22305,23305,24305,25305,26305,27305,28305,29305,0
,,,,,,,,,10306,11306,12306,13306,14306,15306,16306,17306,18306,19306,20306,21306,22306,23306,24306,25306,26306,27306,28306,29306,0
,,,,,,,,,10307,11307,12307,13307,14307,15307,16307,17307,18307,19307,20307,21307,22307,23307,24307,25307,26307,27307,28307,29307,0
,,,,,,,,,10308,11308,12308,13308,14308,15308,16308,17308,18308,19308,20308,21308,22308,23308,24308,25308,26308,27308,28308,29308,0
,,,,,,,,,10309,11309,12309,13309,14309,15309,16309,17309,18309,19309,20309,21309,22309,23309,24309,25309,26309,27309,28309,29309,0
,,,,,,,,,10310,11310,12310,13310,14310,15310,16310,17310,18310,19310,20310,21310,22310,23310,24310,25310,26310,27310,28310,29310,0
,,,,,,,,,10311,11311,12311,13311,14311,15311,16311,17311,18311,19311,20311,21311,22311,23311,24311,25311,26311,27311,28311,29311,0
,,,,,,,,,10312,11312,12312,13312,14312,15312,16312,17312,18312,19312,20312,21312,22312,23312,24312,25312,26312,27312,28312,29312,0
,,,,,,,,,10313,11313,12313,13313,14313,15313,16313,17313,18313,19313,20313,21313,22313,23313,24313,25313,26313,27313,28313,29313,0
,,,,,,,,,10314,11314,12314,13314,14314,15314,16314,17314,18314,19314,20314,21314,22314,23314,24314,25314,26314,27314,28314,29314,0
,,,,,,,,,10315,11315,12315,13315,14315,15315,16315,17315,18315,19315,20315,21315,22315,23315,24315,25315,26315,27315,28315,29315,0
,,,,,,,,,10316,11316,12316,13316,14316,15316,16316,17316,18316,19316,20316,21316,22316,23316,24316,25316,26316,27316,28316,29316,0
,,,,,,,,,10317,11317,12317,13317,14317,15317,16317,17317,18317,19317,20317,21317,22317,23317,24317,25317,26317,27317,28317,29317,0
,,,,,,,,,10318,11318,12318,13318,14318,15318,16318,17318,18318,19318,20318,21318,22318,23318,24318,25318,26318,27318,28318,29318,0
,,,,,,,,,10319,11319,12319,13319,14319,15319,16319,17319,18319,19319,20319,21319,22319,23319,24319,25319,26319,27319,28319,29319,0
,,,,,,,,,10320,11320,12320,13320,14320,15320,16320,17320,18320,19320,20320,21320,22320,23320,24320,25320,26320,27320,28320,29320,0
,,,,,,,,,10321,11321,12321,13321,14321,15321,16321,17321,18321,19321,20321,21321,22321,23321,24321,25321,26321,27321,28321,29321,0
,,,,,,,,,10322,11322,12322,13322,14322,15322,16322,17322,18322,19322,20322,21322,22322,23322,24322,25322,26322,27322,28322,29322,0
,,,,,,,,,10323,11323,12323,13323,14323,15323,16323,17323,18323,19323,20323,21323,22323,23323,24323,25323,26323,27323,28323,29323,0
,,,,,,,,,10324,11324,12324,13324,14324,15324,16324,17324,18324,19324,20324,21324,22324,23324,24324,25324,26324,27324,28324,29324,0
,,,,,,,,,10325,11325,12325,13325,14325,15325,16325,17325,18325,19325,20325,21325,22325,23325,24325,25325,26325,27325,28325,29325,0
,,,,,,,,,10326,11326,12326,13326,14326,15326,16326,17326,18326,19326,20326,21326,22326,23326,24326,25326,26326,27326,28326,29326,0
,,,,,,,,,10327,11327,12327,13327,14327,15327,16327,17327,18327,19327,20327,21327,22327,23327,24327,25327,26327,27327,28327,29327,0
,,,,,,,,,10328,11328,12328,13328,14328,15328,16328,17328,18328,19328,20328,21328,22328,23328,24328,25328,26328,27328,28328,29328,0
,,,,,,,,,10329,11329,12329,13329,14329,15329,16329,17329,18329,19329,20329,21329,22329,23329,24329,25329,26329,27329,28329,29329,0
,,,,,,,,,10330,11330,12330,13330,14330,15330,16330,17330,18330,19330,20330,21330,22330,23330,24330,25330,26330,27330,28330,29330,0
,,,,,,,,,10331,11331,12331,13331,14331,15331,16331,17331,18331,19331,20331,21331,22331,23331,24331,25331,26331,27331,28331,29331,0
,,,,,,,,,10332,11332,12332,13332,14332,15332,16332,17332,18332,19332,20332,21332,22332,23332,24332,25332,26332,27332,28332,29332,0
,,,,,,,,,10333,11333,12333,13333,14333,15333,16333,17333,18333,19333,20333,21333,22333,23333,24333,25333,26333,27333,28333,29333,0
,,,,,,,,,10334,11334,12334,13334,14334,15334,16334,17334,18334,19334,20334,21334,22334,23334,24334,25334,26334,27334,28334,29334,0
,,,,,,,,,10335,11335,12335,13335,14335,15335,16335,17335,18335,19335,20335,21335,22335,23335,24335,25335,26335,27335,28335,29335,0
,,,,,,,,,10336,11336,12336,13336,14336,15336,16336,17336,18336,19336,20336,21336,22336,23336,24336,25336,26336,27336,28336,29336,0
,,,,,,,,,10337,11337,12337,13337,14337,15337,16337,17337,18337,19337,20337,21337,22337,23337,24337,25337,26337,27337,28337,29337,0
,,,,,,,,,10338,11338,12338,13338,14338,15338,16338,17338,18338,19338,20338,21338,22338,23338,24338,25338,26338,27338,28338,29338,0
,,,,,,,,,10339,11339,12339,13339,14339,15339,16339,17339,18339,19339,20339,21339,22339,23339,24339,25339,26339,27339,28339,29339,0
,,,,,,,,,10340,11340,12340,13340,14340,15340,16340,17340,18340,19340,20340,21340,22340,23340,24340,25340,26340,27340,28340,29340,0
,,,,,,,,,10341,11341,12341,13341,14341,15341,16341,17341,18341,19341,20341,21341,22341,23341,24341,25341,26341,27341,28341,29341,0
,,,,,,,,,10342,11342,12342,13342,14342,15342,16342,17342,18342,19342,20342,21342,22342,23342,24342,25342,26342,27342,28342,29342,0
,,,,,,,,,10343,11343,12343,13343,14343,15343,16343,17343,18343,19343,20343,21343,22343,23343,24343,25343,26343,27343,28343,29343,0
,,,,,,,,,10344,11344,12344,13344,14344,15344,16344,17344,18344,19344,20344,21344,22344,23344,24344,25344,26344,27344,28344,29344,0
,,,,,,,,,10345,11345,12345,13345,14345,15345,16345,17345,18345,19345,20345,21345,22345,23345,24345,25345,26345,27345,28345,29345,0
,,,,,,,,,10346,11346,12346,13346,14346,15346,16346,17346,18346,19346,20346,21346,22346,23346,24346,25346,26346,27346,28346,29346,0
,,,,,,,,,10347,11347,12347,13347,14347,15347,16347,17347,18347,19347,20347,21347,22347,23347,24347,25347,26347,27347,28347,29347,0
,,,,,,,,,10348,11348,12348,13348,14348,15348,16348,17348,18348,19348,20348,21348,22348,23348,24348,25348,26348,27348,28348,29348,0
,,,,,,,,,10349,11349,12349,13349,14349,15349,16349,17349,18349,19349,20349,21349,22349,23349,24349,25349,26349,27349,28349,29349,0
,,,,,,,,,10350,11350,12350,13350,14350,15350,16350,17350,18350,19350,20350,21350,22350,23350,24350,25350,26350,27350,28350,29350,0
,,,,,,,,,10351,11351,12351,13351,14351,15351,16351,17351,18351,19351,20351,21351,22351,23351,24351,25351,26351,27351,28351,29351,0
,,,,,,,,,10352,11352,12352,13352,14352,15352,16352,17352,18352,19352,20352,21352,22352,23352,24352,25352,26352,27352,28352,29352,0
,,,,,,,,,10353,11353,12353,13353,14353,15353,16353,17353,18353,19353,20353,21353,22353,23353,24353,25353,26353,27353,28353,29353,0
,,,,,,,,,10354,11354,12354,13354,14354,15354,16354,17354,18354,19354,20354,21354,22354,23354,24354,25354,26354,27354,28354,29354,0
,,,,,,,,,10355,11355,12355,13355,14355,15355,16355,17355,18355,19355,20355,21355,22355,23355,24355,25355,26355,27355,28355,29355,0
,,,,,,,,,10356,11356,12356,13356,14356,15356,16356,17356,18356,19356,20356,21356,22356,23356,24356,25356,26356,27356,28356,29356,0
,,,,,,,,,10357,11357,12357,13357,14357,15357,16357,17357,18357,19357,20357,21357,22357,23357,24357,25357,26357,27357,28357,29357,0
